6509,1,0,,"6043","Tech 21 Samsung S20 Pure Clear","7","UN","0",,"24",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6509,2,0,,"6044","Tech 21 Samsung S20 Plus Pure Clear","7","UN","0",,"24",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6509,3,0,,"6045","Tech 21 Samsung S20U Pure Clear","7","UN","0",,"24",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6509,4,0,,"6046","Spigen Galaxy S20 Ultra Hybrid Crystal Clear","15","UN","0",,"16",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6509,5,0,,"6047","Spigen Galaxy S20 plus Rugged Armor Matte Bla","25","UN","0",,"15",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6509,6,0,,"6048","Spigen Galaxy S20+ Ultra Hybrid Crystal Clear","15","UN","0",,"16",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6509,7,0,,"6049","Spigen Galaxy S20U Rugged Armor Matte Black","20","UN","0",,"15",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6509,8,0,,"6046","Spigen Galaxy S20 Ultra Hybrid Crystal Clear","15","UN","0",,"16",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6510,1,0,,"6041","Xcite - KSA - CPS - April revenue","1","UN","0",,"103",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6510,2,0,,"6042","Xcite - Kuwait - CPS - April revenue","1","UN","0",,"2622",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6511,1,0,,"6043","Tech 21 Samsung S20 Pure Clear","7","UN","0",,"24",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6511,2,0,,"6044","Tech 21 Samsung S20 Plus Pure Clear","7","UN","0",,"24",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6511,3,0,,"6045","Tech 21 Samsung S20U Pure Clear","7","UN","0",,"24",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6511,4,0,,"6046","Spigen Galaxy S20 Ultra Hybrid Crystal Clear","15","UN","0",,"16",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6511,5,0,,"6047","Spigen Galaxy S20 plus Rugged Armor Matte Bla","25","UN","0",,"15",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6511,6,0,,"6048","Spigen Galaxy S20+ Ultra Hybrid Crystal Clear","15","UN","0",,"16",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6511,7,0,,"6049","Spigen Galaxy S20U Rugged Armor Matte Black","20","UN","0",,"15",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6511,8,0,,"6046","Spigen Galaxy S20 Ultra Hybrid Crystal Clear","15","UN","0",,"16",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6512,1,0,,"6041","Xcite - KSA - CPS - April revenue","1","UN","0",,"103",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6512,2,0,,"6042","Xcite - Kuwait - CPS - April revenue","1","UN","0",,"2622",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6513,1,0,,"6041","Xcite - KSA - CPS - April revenue","1","UN","0",,"103",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6513,2,0,,"6042","Xcite - Kuwait - CPS - April revenue","1","UN","0",,"2622",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6514,2,0,,"50066893","Ipad 8 10.2 Wifi 32 Gold","7","Pcs","0","KWD","105",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6516,9,0,,"50066871","Samsung T500 Tab A7 10.4 WiFi Gold T500NZDAMI","12","Pcs","0","KWD","60",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6516,10,0,,"50066871","Samsung T500 Tab A7 10.4 WiFi Gold T500NZDAMI","12","Pcs","0","KWD","60",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6517,3,0,,"50066893","Ipad 8 10.2 Wifi 32 Gold","0","Pcs","0","K.D","105",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6518,2,0,,"PRINT CLEANING","Printing & Cleaning Materials","3","UN","0","K.D","500",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6518,3,0,,"6021","PRICE FOR ANTWERP\, BELGIUM","17","UN","0","K.D","19635",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6519,3,0,,"1022","EZ-FIT CUP DISPENSER\, ONE SIZE FITS ALL","27713","UN","0","US","32",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6519,6,0,,"1014","15A PVC CONNECTOR - GERMAN (PKT OF 10 STRIPS)","9476","UN","0","US","2",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6519,14,0,,"50066867","IPAD PRO 11 2020","1741","Pcs","0","US","818",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6519,18,0,,"6005","MANIFEST FEE DEST.","0","UN","0","US","13",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6520,3,0,,"1022","EZ-FIT CUP DISPENSER\, ONE SIZE FITS ALL","29716","UN","0","US","32",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6520,5,0,,"50066871","Samsung T500 Tab A7 10.4 WiFi Gold T500NZDAMI","1865","Pcs","0","US","60",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6520,10,0,,"1022","EZ-FIT CUP DISPENSER\, ONE SIZE FITS ALL","14169","UN","0","US","32",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6520,11,0,,"50066867","IPAD PRO 11 2020","3746361","Pcs","0","US","818",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6520,15,0,,"50066876","Bluetooth Earphones\,Gold HUAWEI 634000","3320843","Pcs","0","US","58",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6520,20,0,,"50066872","Samsung 82\" FLAT QLED Real 8K Resolution QA82","2242","Pcs","0","US","24999",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6520,28,0,,"50066867","IPAD PRO 11 2020","532","Pcs","0","US","818",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
6520,31,0,,"6005","MANIFEST FEE DEST.","0","UN","0","US","13",0,0,,0,,0,0,0,"0",0,0,0,0,0,0,0,18,"y",0,,
